case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud,risk_score,decision_tier,naive_freeze
CASE00881,Williams Ltd,travel_hospitality,festive_spike,688,11.1,4.92,0.0,0.0091,0.9,0,495,0,0.3,0.1,1,0,0,1086.0,1.22,0,0.09543515,auto_clear,1
CASE00882,Barber-Fischer,home_decor,card_testing_mule,66,147.0,6.25,0.046,0.1078,0.88,0,553,1,0.85,0.3,0,1,1,155.0,0.37,1,0.99780947,escalate,1
CASE00883,Rios-Padilla,electronics,organic_growth,400,147.8,1.13,0.031,0.0041,1.0,0,640,0,0.18,0.03,0,1,0,893.0,0.92,0,0.020570308,auto_clear,0
CASE00884,Lewis Inc,home_decor,card_testing_mule,33,143.3,6.6,0.03,0.0738,0.69,0,894,0,0.84,0.3,0,1,0,113.0,0.52,1,0.9949137,escalate,1
CASE00885,Wheeler PLC,education,card_testing_mule,52,56.1,3.14,0.056,0.0612,0.68,0,301,0,0.65,0.42,0,1,1,342.0,0.46,1,0.8484682,escalate,1
CASE00886,"Wallace, Smith and Cooper",beauty_cosmetics,card_testing_mule,20,54.4,4.91,0.033,0.1271,0.88,0,242,0,0.92,0.51,0,3,0,261.0,0.73,1,0.96653426,escalate,1
CASE00887,Mcneil Group,beauty_cosmetics,festive_spike,330,58.4,3.23,0.105,0.0095,0.91,0,842,0,0.32,0.11,1,0,0,1370.0,0.77,0,0.051714923,auto_clear,1
CASE00888,"Anderson, Jones and Reyes",food_delivery,bank_account_update,1226,72.3,0.85,0.052,0.0078,0.75,1,8,0,0.41,0.13,0,0,0,242.0,1.2,0,0.02188219,auto_clear,1
CASE00889,"Shaffer, Garcia and Richardson",food_delivery,card_testing_mule,35,91.3,6.03,0.048,0.0691,0.58,0,854,1,0.76,0.5,0,0,0,207.0,0.54,1,0.99257505,escalate,1
CASE00890,Taylor-Ayala,fashion_apparel,bank_account_update,402,82.5,1.15,0.048,0.0041,0.93,1,1,0,0.39,0.09,0,0,0,923.0,1.14,0,0.039251547,auto_clear,1
CASE00891,May Ltd,handicrafts_d2c,account_takeover,537,102.7,2.47,0.026,0.0214,0.84,1,2,2,0.72,0.04,0,0,0,477.0,1.05,0,0.508748,agent_review,1
CASE00892,Jones PLC,electronics,bank_account_update,300,109.8,0.94,0.027,0.0033,0.93,1,7,0,0.28,0.0,0,0,0,967.0,0.86,0,0.09577334,auto_clear,1
CASE00893,Bishop and Sons,home_decor,festive_spike,1054,75.2,4.85,0.122,0.0052,0.87,0,532,0,0.24,0.03,1,0,0,1299.0,0.96,0,0.08375404,auto_clear,1
CASE00894,Bell-Lewis,beauty_cosmetics,card_testing_mule,23,210.5,6.82,0.044,0.0909,0.57,0,755,0,0.66,0.43,0,1,0,110.0,0.53,1,0.99860305,escalate,1
CASE00895,"Hernandez, Jenkins and Parks",grocery,card_testing_mule,50,113.7,6.76,0.052,0.1222,0.33,0,721,2,0.8,0.47,0,2,0,264.0,0.59,1,0.99299085,escalate,1
CASE00896,Miller Inc,grocery,festive_spike,1030,71.6,3.2,0.068,0.0011,0.93,0,705,0,0.29,0.11,1,0,0,1184.0,0.82,0,0.015232942,auto_clear,1
CASE00897,Goodwin PLC,education,bank_account_update,300,96.4,1.41,0.058,0.0,0.95,1,7,0,0.25,0.13,0,0,0,953.0,0.97,0,0.10494063,auto_clear,1
CASE00898,"Cruz, Richmond and Edwards",home_decor,bank_account_update,622,165.2,1.05,0.043,0.0129,0.84,1,4,0,0.41,0.11,0,0,0,1000.0,0.96,0,0.032318383,auto_clear,1
CASE00899,Wright Ltd,home_decor,festive_spike,437,146.3,3.63,0.135,0.0104,0.92,0,376,1,0.33,0.13,1,1,0,456.0,0.86,0,0.0796852,auto_clear,1
CASE00900,Wright PLC,fashion_apparel,account_takeover,141,161.2,1.65,0.026,0.019,0.85,1,4,3,0.64,0.7,0,0,0,633.0,0.89,1,0.8971443,escalate,1
CASE00901,"Griffith, Mitchell and Pugh",electronics,bank_account_update,300,56.8,0.94,0.013,0.005,0.91,1,5,0,0.22,0.15,0,0,0,1109.0,0.94,1,0.5407683,agent_review,1
CASE00902,Abbott Ltd,grocery,account_takeover,93,113.5,1.72,0.05,0.0202,0.89,1,1,5,0.8,0.31,0,1,0,486.0,1.06,1,0.84290165,escalate,1
CASE00903,Harris-Lawson,food_delivery,organic_growth,1315,80.2,1.0,0.042,0.0035,0.89,0,854,0,0.43,0.16,0,0,0,404.0,0.96,0,0.014767074,auto_clear,0
CASE00904,Adkins LLC,handicrafts_d2c,organic_growth,400,90.5,1.26,0.016,0.0024,0.94,0,355,0,0.4,0.06,0,1,0,251.0,0.96,0,0.03992158,auto_clear,0
CASE00905,"Brown, Hurst and Blevins",handicrafts_d2c,bank_account_update,791,185.5,0.98,0.057,0.0009,0.84,1,0,0,0.47,0.08,0,0,0,558.0,1.04,0,0.09794862,auto_clear,1
CASE00906,Cruz-Allen,handicrafts_d2c,card_testing_mule,7,156.6,5.94,0.02,0.0433,0.74,0,782,0,0.78,0.19,0,0,1,304.0,0.05,1,0.9918343,escalate,1
CASE00907,"Wheeler, Rice and Levine",saas_subscription,organic_growth,1092,32.8,1.2,0.007,0.0033,0.93,0,786,0,0.08,0.12,0,1,0,433.0,1.03,0,0.052069377,auto_clear,0
CASE00908,Peck-Anderson,home_decor,account_takeover,1117,159.7,2.25,0.038,0.0048,0.83,1,0,3,0.77,0.3,0,0,0,829.0,0.9,1,0.5729421,agent_review,1
CASE00909,"Fisher, Payne and Thompson",beauty_cosmetics,account_takeover,708,114.6,2.6,0.058,0.0,0.92,1,2,3,0.7,0.36,0,0,0,737.0,1.11,0,0.22845848,agent_review,1
CASE00910,Best-Townsend,handicrafts_d2c,card_testing_mule,59,48.0,4.79,0.052,0.0787,0.89,0,495,0,0.85,0.37,0,0,0,288.0,0.55,1,0.85789967,escalate,1
CASE00911,Matthews Inc,fashion_apparel,card_testing_mule,9,89.4,3.88,0.029,0.0719,0.99,0,688,0,0.74,0.35,0,0,0,168.0,0.12,1,0.91074926,escalate,1
CASE00912,Lewis-Livingston,travel_hospitality,festive_spike,391,146.7,4.67,0.116,0.001,1.0,0,532,0,0.48,0.09,1,0,0,847.0,0.97,0,0.25872037,agent_review,1
CASE00913,Hunter-Fuller,fashion_apparel,account_takeover,404,26.1,2.28,0.047,0.0366,0.97,1,3,3,0.54,0.07,0,0,0,148.0,0.99,1,0.93998903,escalate,1
CASE00914,"Wang, Henderson and Morales",education,organic_growth,400,151.1,1.15,0.034,0.0018,0.96,0,621,0,0.19,0.14,0,0,0,710.0,1.0,0,0.039151,auto_clear,0
CASE00915,"Herrera, Jensen and Ramirez",home_decor,bank_account_update,300,88.4,1.02,0.033,0.0035,0.93,1,7,0,0.44,0.05,0,0,0,1491.0,1.02,0,0.07368848,auto_clear,1
CASE00916,Miller-Mccall,travel_hospitality,card_testing_mule,44,148.7,4.91,0.015,0.0315,0.63,0,366,1,0.66,0.24,0,1,0,276.0,0.51,1,0.8367253,escalate,1
CASE00917,Herrera Group,beauty_cosmetics,bank_account_update,300,103.3,0.94,0.037,0.0079,0.97,1,2,1,0.28,0.1,0,0,0,750.0,1.0,0,0.15262322,auto_clear,1
CASE00918,"Walters, Davenport and Becker",travel_hospitality,festive_spike,1789,193.6,4.17,0.054,0.0042,0.98,0,603,0,0.33,0.07,1,0,0,783.0,1.04,0,0.09912778,auto_clear,1
CASE00919,Collins Group,home_decor,bank_account_update,564,16.2,0.6,0.021,0.0053,0.84,1,2,0,0.24,0.02,0,0,0,207.0,1.01,0,0.11911424,auto_clear,1
CASE00920,"Ashley, Allen and Sanchez",beauty_cosmetics,organic_growth,412,67.4,1.1,0.063,0.0043,0.91,0,765,0,0.34,0.0,0,0,0,972.0,1.02,0,0.045530483,auto_clear,0
CASE00921,Wilson-Salazar,grocery,bank_account_update,300,84.3,1.33,0.066,0.0092,0.93,1,7,0,0.32,0.08,0,0,0,1318.0,0.94,0,0.054388184,auto_clear,1
CASE00922,Parker Ltd,travel_hospitality,organic_growth,400,105.7,1.3,0.034,0.0047,0.95,0,718,1,0.26,0.18,0,0,0,1651.0,0.96,0,0.07261018,auto_clear,0
CASE00923,"Yang, Wilson and Zimmerman",beauty_cosmetics,organic_growth,505,114.4,1.23,0.051,0.006,0.96,0,572,0,0.2,0.18,0,0,0,50.0,0.84,0,0.013743723,auto_clear,0
CASE00924,"Smith, Crawford and Reed",saas_subscription,festive_spike,304,130.5,4.47,0.109,0.0098,0.92,0,460,0,0.21,0.06,1,0,0,547.0,0.85,0,0.05942065,auto_clear,1
CASE00925,"Logan, Le and Jackson",fashion_apparel,account_takeover,270,89.5,2.62,0.046,0.0259,0.86,1,1,1,0.98,0.39,0,1,0,709.0,0.99,1,0.7302066,escalate,1
CASE00926,Brady LLC,beauty_cosmetics,bank_account_update,300,135.7,1.41,0.072,0.0088,0.75,1,9,1,0.4,0.07,0,0,0,1037.0,1.14,0,0.059807647,auto_clear,1
CASE00927,"Tanner, Wise and Johnson",saas_subscription,card_testing_mule,51,136.7,5.55,0.038,0.0214,0.61,0,710,0,0.83,0.37,0,1,1,246.0,0.3,1,0.99219644,escalate,1
CASE00928,Nelson-Brown,handicrafts_d2c,organic_growth,400,72.2,1.14,0.054,0.0048,0.93,0,668,1,0.14,0.0,0,0,0,242.0,0.89,0,0.03391005,auto_clear,0
CASE00929,"Proctor, Burton and Crawford",electronics,card_testing_mule,13,77.1,7.96,0.077,0.0215,0.43,0,737,1,0.91,0.46,0,1,1,85.0,0.73,1,0.99724627,escalate,1
CASE00930,"Ward, Porter and Bradley",home_decor,bank_account_update,300,125.0,1.37,0.021,0.0097,0.92,1,5,0,0.29,0.16,0,0,0,968.0,0.9,0,0.095777445,auto_clear,1
CASE00931,Moore-Ayala,beauty_cosmetics,bank_account_update,506,35.2,1.08,0.049,0.0026,0.92,1,7,0,0.37,0.09,0,0,0,1593.0,0.93,0,0.012630437,auto_clear,1
CASE00932,"Craig, Wilson and Yang",education,organic_growth,968,93.9,1.01,0.023,0.0,0.98,0,342,0,0.38,0.11,0,0,0,1532.0,0.93,0,0.0052184793,auto_clear,0
CASE00933,Williams Inc,home_decor,organic_growth,400,143.0,1.07,0.05,0.0022,0.93,0,483,0,0.41,0.05,0,0,0,546.0,1.02,0,0.027741611,auto_clear,0
CASE00934,Williams LLC,electronics,card_testing_mule,56,65.0,2.54,0.034,0.126,0.59,0,635,2,0.93,0.16,0,0,1,174.0,0.49,1,0.9330703,escalate,1
CASE00935,Mora-White,fashion_apparel,festive_spike,826,68.7,5.23,0.132,0.0068,0.97,0,705,0,0.44,0.06,1,0,0,628.0,1.04,0,0.4983188,agent_review,1
CASE00936,Tran Ltd,handicrafts_d2c,bank_account_update,300,131.4,0.92,0.007,0.0082,1.0,1,2,0,0.22,0.14,0,0,0,1405.0,0.91,0,0.221296,agent_review,1
CASE00937,"Rios, Walker and Wright",beauty_cosmetics,festive_spike,180,116.6,5.21,0.043,0.0,0.91,0,610,0,0.23,0.08,1,1,0,1385.0,1.11,0,0.17158157,auto_clear,1
CASE00938,"Flores, Mckenzie and Duncan",saas_subscription,account_takeover,762,103.5,3.07,0.085,0.0088,0.94,1,1,2,0.86,0.33,0,0,0,1085.0,0.97,0,0.51061434,agent_review,1
CASE00939,Shaw Inc,education,card_testing_mule,49,137.7,4.31,0.038,0.0767,0.81,0,558,0,0.78,0.02,0,0,0,183.0,0.59,0,0.45247805,agent_review,1
CASE00940,Walker PLC,beauty_cosmetics,account_takeover,723,124.8,2.46,0.067,0.0239,0.77,1,3,1,0.78,0.31,0,1,0,676.0,1.0,1,0.57683486,agent_review,1
CASE00941,Finley Inc,food_delivery,card_testing_mule,27,150.0,6.28,0.044,0.0711,0.64,0,391,0,0.94,0.2,0,2,0,180.0,0.83,1,0.9948991,escalate,1
CASE00942,Cline-Ayala,saas_subscription,account_takeover,743,56.9,1.79,0.049,0.0173,0.94,1,1,2,0.76,0.05,0,1,0,1297.0,1.08,0,0.13681614,auto_clear,1
CASE00943,Murphy-Tran,handicrafts_d2c,card_testing_mule,18,101.2,3.93,0.055,0.0351,0.5,0,822,1,0.71,0.44,0,1,1,228.0,0.57,1,0.9723166,escalate,1
CASE00944,Wood LLC,grocery,account_takeover,506,134.4,2.05,0.062,0.0386,0.95,1,3,3,0.97,0.61,0,0,0,379.0,0.92,1,0.9615359,escalate,1
CASE00945,"Mueller, Stevenson and Sanchez",grocery,organic_growth,959,125.7,1.14,0.066,0.001,0.94,0,333,1,0.11,0.17,0,0,0,1038.0,1.01,0,0.008556547,auto_clear,0
CASE00946,Vargas-Snyder,beauty_cosmetics,bank_account_update,300,149.1,0.99,0.06,0.0045,0.96,1,7,1,0.16,0.16,0,1,0,1273.0,0.97,0,0.11699172,auto_clear,1
CASE00947,Oconnor PLC,fashion_apparel,festive_spike,710,5.0,2.89,0.079,0.005,0.92,0,552,0,0.36,0.0,1,0,0,850.0,0.86,0,0.04968668,auto_clear,1
CASE00948,Hernandez Group,education,account_takeover,520,5.0,2.64,0.038,0.0454,0.99,1,1,0,0.71,0.47,0,0,0,404.0,1.04,1,0.6136827,agent_review,1
CASE00949,Hall LLC,beauty_cosmetics,organic_growth,417,81.8,1.23,0.049,0.0026,0.96,0,874,0,0.35,0.11,0,0,0,1295.0,0.89,0,0.0076653124,auto_clear,0
CASE00950,"Franco, Wiley and Tapia",handicrafts_d2c,bank_account_update,315,85.1,1.17,0.019,0.0062,0.84,1,2,0,0.17,0.11,0,0,0,780.0,0.99,0,0.114012286,auto_clear,1
CASE00951,Blake Group,travel_hospitality,bank_account_update,304,148.0,0.91,0.024,0.0104,1.0,1,5,0,0.43,0.08,0,0,0,1088.0,0.97,0,0.08906902,auto_clear,1
CASE00952,"Acosta, Garcia and Moreno",education,organic_growth,400,136.0,1.04,0.0,0.0024,0.98,0,844,0,0.28,0.08,0,0,0,470.0,0.97,0,0.019295996,auto_clear,0
CASE00953,Barnes Inc,handicrafts_d2c,festive_spike,288,154.4,3.63,0.119,0.0,0.94,0,232,1,0.25,0.02,1,0,0,574.0,0.97,0,0.06253848,auto_clear,1
CASE00954,Dawson Inc,handicrafts_d2c,card_testing_mule,21,68.8,5.01,0.031,0.018,0.58,0,274,0,0.56,0.48,0,0,0,229.0,0.59,0,0.33500233,agent_review,1
CASE00955,Morse PLC,food_delivery,festive_spike,604,143.6,4.99,0.072,0.0015,0.95,0,469,1,0.24,0.1,1,0,0,1096.0,0.99,1,0.56262565,agent_review,1
CASE00956,Haynes-Watson,fashion_apparel,bank_account_update,467,250.7,1.08,0.05,0.0101,0.87,1,4,0,0.16,0.21,0,0,0,919.0,1.03,1,0.07506967,auto_clear,1
CASE00957,"Miller, Davis and Anderson",beauty_cosmetics,card_testing_mule,68,132.5,6.19,0.02,0.0795,0.6,0,676,0,0.9,0.35,0,0,1,117.0,0.3,1,0.99660695,escalate,1
CASE00958,Jones-Bradley,home_decor,festive_spike,764,283.2,3.68,0.126,0.0023,0.92,0,785,0,0.17,0.13,1,0,0,851.0,1.0,0,0.073121905,auto_clear,1
CASE00959,Bates-Anderson,home_decor,organic_growth,400,193.1,1.23,0.048,0.0027,0.93,0,344,0,0.2,0.01,0,0,0,345.0,1.04,0,0.10599274,auto_clear,0
CASE00960,Green-Edwards,handicrafts_d2c,account_takeover,980,114.1,3.0,0.061,0.0268,0.92,1,2,1,0.71,0.48,0,2,0,572.0,0.97,0,0.2951046,agent_review,1
CASE00961,Haynes-Moss,travel_hospitality,bank_account_update,718,216.6,1.02,0.075,0.0092,0.81,1,5,0,0.31,0.16,0,0,0,833.0,1.02,0,0.04461683,auto_clear,1
CASE00962,Chavez-Hall,saas_subscription,organic_growth,1368,160.8,1.2,0.036,0.0039,0.99,0,625,0,0.43,0.02,0,0,0,1037.0,0.96,0,0.00728788,auto_clear,0
CASE00963,Taylor PLC,handicrafts_d2c,card_testing_mule,40,142.4,6.56,0.007,0.0804,0.5,0,612,0,0.71,0.32,0,0,0,211.0,0.91,1,0.9827283,escalate,1
CASE00964,Moore and Sons,travel_hospitality,card_testing_mule,16,153.8,5.79,0.029,0.0513,0.71,0,319,1,0.7,0.2,0,1,1,150.0,0.47,1,0.989899,escalate,1
CASE00965,Owens-Russell,education,festive_spike,180,230.2,4.82,0.026,0.0061,0.9,0,432,0,0.34,0.13,1,1,0,974.0,0.9,0,0.17429024,auto_clear,1
CASE00966,"Howard, Townsend and Hayes",home_decor,card_testing_mule,12,109.7,6.02,0.068,0.0943,0.8,0,486,1,0.89,0.36,0,2,1,90.0,0.5,1,0.9981931,escalate,1
CASE00967,Baker-Wilson,saas_subscription,festive_spike,387,120.9,3.67,0.115,0.0098,0.92,0,310,0,0.18,0.09,1,0,0,696.0,1.1,0,0.016871477,auto_clear,1
CASE00968,Aguirre LLC,grocery,festive_spike,691,185.7,4.71,0.11,0.0,1.0,0,578,1,0.42,0.03,1,0,0,572.0,1.04,1,0.76510924,escalate,1
CASE00969,"Terry, Williams and Huff",handicrafts_d2c,organic_growth,666,24.4,1.25,0.035,0.003,0.97,0,733,0,0.32,0.07,0,0,0,891.0,1.04,0,0.04819611,auto_clear,0
CASE00970,Hernandez-Dawson,food_delivery,organic_growth,400,200.0,1.22,0.022,0.0031,0.94,0,477,1,0.36,0.02,0,0,0,542.0,0.98,1,0.03671149,auto_clear,0
CASE00971,Foster-Williams,saas_subscription,organic_growth,823,228.5,1.29,0.0,0.0039,0.87,0,763,0,0.14,0.15,0,0,0,670.0,0.99,0,0.011720638,auto_clear,0
CASE00972,Green-Ewing,grocery,card_testing_mule,67,71.5,6.58,0.027,0.0304,0.65,0,847,0,0.88,0.35,0,1,1,310.0,0.32,1,0.99282855,escalate,1
CASE00973,Crane Group,grocery,bank_account_update,300,130.1,1.23,0.048,0.0093,0.79,1,3,0,0.34,0.0,0,0,0,642.0,0.91,0,0.05327384,auto_clear,1
CASE00974,"Adkins, Wright and Murray",food_delivery,festive_spike,945,195.1,4.23,0.079,0.006,0.99,0,582,0,0.35,0.03,1,0,0,718.0,1.11,0,0.03831326,auto_clear,1
CASE00975,Martinez Inc,food_delivery,organic_growth,400,232.4,1.03,0.005,0.0009,1.0,0,797,0,0.31,0.08,0,0,0,480.0,1.01,0,0.016383396,auto_clear,0
CASE00976,Anderson Group,food_delivery,card_testing_mule,23,70.7,4.17,0.01,0.1082,0.42,0,748,0,0.75,0.28,0,1,0,166.0,0.7,0,0.39807737,agent_review,1
CASE00977,Parks-Pace,handicrafts_d2c,card_testing_mule,53,69.0,5.27,0.037,0.0896,0.7,0,485,0,0.84,0.38,0,0,0,191.0,0.43,1,0.9711893,escalate,1
CASE00978,Aguilar LLC,saas_subscription,festive_spike,180,73.5,5.71,0.087,0.0048,0.99,0,520,0,0.16,0.14,1,0,0,533.0,1.1,1,0.8365473,escalate,1
CASE00979,Johnson Inc,handicrafts_d2c,account_takeover,135,153.1,3.02,0.078,0.0278,0.94,1,2,2,0.78,0.25,0,0,0,50.0,1.02,1,0.90452826,escalate,1
CASE00980,Orr Group,travel_hospitality,card_testing_mule,26,82.5,6.19,0.035,0.1171,0.71,0,419,0,0.75,0.2,0,1,1,206.0,0.69,1,0.99461585,escalate,1
CASE00981,Davis LLC,fashion_apparel,card_testing_mule,8,108.8,6.89,0.037,0.0849,0.94,0,354,0,0.78,0.53,0,1,0,172.0,0.51,1,0.99525565,escalate,1
CASE00982,Williams Group,food_delivery,bank_account_update,300,5.0,1.01,0.023,0.0051,0.91,1,5,0,0.29,0.06,0,0,0,941.0,1.12,0,0.10580997,auto_clear,1
CASE00983,Jackson PLC,education,bank_account_update,405,242.1,0.82,0.033,0.0032,0.86,1,1,1,0.39,0.05,0,0,0,1644.0,1.03,0,0.19351952,auto_clear,1
CASE00984,Underwood-Foster,electronics,bank_account_update,490,128.8,0.86,0.042,0.0044,0.88,1,2,0,0.17,0.1,0,1,0,910.0,1.21,0,0.03504089,auto_clear,1
CASE00985,Reyes Group,grocery,festive_spike,398,122.5,2.59,0.111,0.0024,0.92,0,787,0,0.47,0.03,1,0,0,299.0,0.92,0,0.016080573,auto_clear,1
CASE00986,Gomez and Sons,travel_hospitality,organic_growth,702,117.6,1.33,0.058,0.0019,0.95,0,512,0,0.25,0.11,0,0,0,1379.0,1.06,0,0.021683961,auto_clear,0
CASE00987,Ramirez-Stephenson,beauty_cosmetics,bank_account_update,300,135.7,1.07,0.014,0.0039,0.97,1,2,0,0.34,0.12,0,0,0,288.0,1.07,0,0.22099082,agent_review,1
CASE00988,Mendez PLC,travel_hospitality,account_takeover,915,135.4,2.44,0.058,0.0331,0.88,1,1,2,0.76,0.34,0,0,0,503.0,1.22,1,0.7476436,escalate,1
CASE00989,Holland Group,handicrafts_d2c,festive_spike,537,135.5,3.39,0.077,0.0016,0.88,0,565,0,0.24,0.1,1,0,0,362.0,1.0,0,0.099958844,auto_clear,1
CASE00990,Andrade-Mendoza,travel_hospitality,account_takeover,1627,236.5,3.16,0.073,0.0302,0.98,1,4,2,0.72,0.34,0,0,0,1149.0,1.03,1,0.7463237,escalate,1
CASE00991,Ramirez and Sons,electronics,card_testing_mule,45,56.5,3.06,0.0,0.064,0.74,0,750,0,0.94,0.38,0,0,0,138.0,0.5,1,0.8451051,escalate,1
CASE00992,Gonzalez-Wilkerson,home_decor,organic_growth,400,210.3,1.16,0.044,0.0053,0.95,0,398,0,0.27,0.16,0,0,0,1013.0,1.0,0,0.040662337,auto_clear,0
CASE00993,"Wright, Mcknight and Stephens",beauty_cosmetics,festive_spike,759,81.9,5.63,0.107,0.0051,0.91,0,469,1,0.26,0.07,1,1,0,1702.0,0.94,1,0.80272686,escalate,1
CASE00994,Mayo Ltd,travel_hospitality,account_takeover,1034,86.1,1.81,0.056,0.0352,0.89,1,1,8,0.76,0.24,0,2,0,1405.0,0.93,1,0.7462668,escalate,1
CASE00995,Castillo-Harrington,electronics,account_takeover,229,82.0,2.41,0.05,0.0216,0.93,1,2,2,0.86,0.43,0,0,0,903.0,1.03,1,0.9086251,escalate,1
CASE00996,Durham-Shaw,education,card_testing_mule,58,176.5,7.9,0.018,0.0425,0.44,0,676,1,0.75,0.27,0,3,1,183.0,0.48,1,0.99829346,escalate,1
CASE00997,Nelson-Johnson,grocery,account_takeover,366,61.8,2.5,0.06,0.0199,0.89,1,4,2,0.78,0.35,0,0,0,690.0,0.79,1,0.8943005,escalate,1
CASE00998,"Robinson, Huang and Osborne",electronics,organic_growth,400,139.1,0.99,0.046,0.0045,0.87,0,303,2,0.26,0.04,0,0,0,642.0,0.9,0,0.018993955,auto_clear,0
CASE00999,Stokes Group,education,account_takeover,542,122.7,2.7,0.031,0.0234,0.96,1,3,0,0.69,0.0,0,0,0,730.0,0.99,1,0.57381976,agent_review,1
CASE01000,"Howard, Silva and Hall",education,organic_growth,400,137.3,1.2,0.068,0.0026,0.94,0,269,0,0.11,0.13,0,0,0,1029.0,1.01,0,0.037504025,auto_clear,0
CASE01001,Garcia Ltd,handicrafts_d2c,bank_account_update,2142,13.3,1.04,0.032,0.0101,0.76,1,6,0,0.15,0.18,0,0,0,401.0,1.02,0,0.02022971,auto_clear,1
CASE01002,Adams Ltd,home_decor,bank_account_update,408,67.6,1.28,0.048,0.0039,0.8,1,9,0,0.43,0.05,0,0,0,515.0,0.91,0,0.027537655,auto_clear,1
CASE01003,Gallagher and Sons,fashion_apparel,card_testing_mule,59,156.6,6.34,0.027,0.0421,0.54,0,719,0,0.8,0.27,0,3,1,122.0,0.53,1,0.9934222,escalate,1
CASE01004,"Bradford, Salinas and Kelly",travel_hospitality,account_takeover,629,26.0,1.83,0.07,0.0293,0.92,1,1,0,0.82,0.38,0,0,0,1904.0,1.01,1,0.74342823,escalate,1
CASE01005,Thompson PLC,travel_hospitality,card_testing_mule,15,150.9,7.23,0.049,0.0268,0.46,0,392,0,0.84,0.4,0,0,1,107.0,0.5,1,0.99896026,escalate,1
CASE01006,Drake-Wolfe,food_delivery,festive_spike,476,147.9,4.97,0.114,0.0087,0.82,0,226,0,0.3,0.1,1,0,0,1229.0,0.89,1,0.6149608,agent_review,1
CASE01007,"Johnson, Haynes and Meza",beauty_cosmetics,bank_account_update,300,182.2,1.15,0.0,0.0096,0.84,1,8,1,0.21,0.02,0,0,0,586.0,0.95,0,0.027231125,auto_clear,1
CASE01008,"Thomas, Vaughan and Copeland",education,bank_account_update,635,125.1,1.05,0.048,0.0034,0.97,1,0,0,0.46,0.08,0,0,0,1994.0,0.95,1,0.10235243,auto_clear,1
CASE01009,Weaver-Thompson,home_decor,card_testing_mule,20,117.6,6.64,0.053,0.0781,0.51,0,385,1,0.71,0.48,0,1,1,175.0,0.38,1,0.99924076,escalate,1
CASE01010,Davis and Sons,electronics,festive_spike,483,181.5,3.15,0.125,0.0007,0.78,0,572,0,0.31,0.17,1,0,0,585.0,0.97,0,0.11703863,auto_clear,1
CASE01011,"Robinson, Fox and Smith",handicrafts_d2c,card_testing_mule,18,190.1,6.23,0.048,0.1115,0.31,0,693,0,0.64,0.33,0,1,1,103.0,0.65,1,0.9988715,escalate,1
CASE01012,"Harris, Anderson and Love",saas_subscription,account_takeover,439,89.2,2.75,0.072,0.0191,1.0,1,2,0,0.7,0.13,0,0,0,942.0,0.89,1,0.521386,agent_review,1
CASE01013,Brown-Hernandez,grocery,organic_growth,400,182.6,1.26,0.031,0.0076,0.92,0,594,0,0.4,0.02,0,0,0,778.0,0.96,1,0.122780204,auto_clear,0
CASE01014,"Stark, Schroeder and Mathis",electronics,organic_growth,930,93.4,1.04,0.062,0.001,0.87,0,694,1,0.44,0.04,0,0,0,872.0,1.0,0,0.005638453,auto_clear,0
CASE01015,Yu-Brooks,fashion_apparel,festive_spike,566,87.4,5.02,0.114,0.0008,0.97,0,446,0,0.32,0.04,1,0,0,1089.0,0.98,0,0.18718882,auto_clear,1
CASE01016,"Foster, Garcia and Turner",saas_subscription,bank_account_update,300,114.8,1.26,0.024,0.013,0.87,1,6,0,0.29,0.08,0,0,0,1462.0,0.99,0,0.055505764,auto_clear,1
CASE01017,Daugherty Ltd,home_decor,bank_account_update,346,127.3,1.51,0.026,0.0029,0.93,1,6,0,0.35,0.08,0,0,0,439.0,0.9,1,0.50980425,agent_review,1
CASE01018,Conner-Yu,saas_subscription,account_takeover,1469,138.8,2.62,0.055,0.0256,1.0,1,0,3,0.82,0.47,0,0,0,882.0,1.06,0,0.2611795,agent_review,1
CASE01019,"Stewart, Mann and Hoffman",travel_hospitality,bank_account_update,300,119.5,0.92,0.05,0.0,0.94,1,8,0,0.16,0.1,0,0,0,963.0,0.98,0,0.07997866,auto_clear,1
CASE01020,"Buchanan, Walker and Chapman",education,bank_account_update,300,103.5,1.07,0.045,0.0042,0.91,1,5,0,0.05,0.14,0,0,0,1187.0,0.99,0,0.06389612,auto_clear,1
CASE01021,Gray Ltd,electronics,festive_spike,394,122.9,3.26,0.101,0.0111,0.96,0,631,0,0.27,0.11,1,0,0,1337.0,0.88,0,0.09126016,auto_clear,1
CASE01022,"Phillips, Thompson and Smith",travel_hospitality,organic_growth,514,130.3,1.26,0.033,0.0003,0.94,0,604,0,0.21,0.11,0,0,0,707.0,1.06,0,0.03699627,auto_clear,0
CASE01023,"Fry, Myers and Gamble",home_decor,card_testing_mule,33,242.5,7.83,0.042,0.0846,0.55,0,767,0,0.8,0.12,0,0,0,194.0,0.45,1,0.9938572,escalate,1
