case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud
CASE00923,"Yang, Wilson and Zimmerman",beauty_cosmetics,organic_growth,505,114.4,1.23,0.051,0.006,0.96,0,572,0,0.2,0.18,0,0,0,50.0,0.84,0
CASE00924,"Smith, Crawford and Reed",saas_subscription,festive_spike,304,130.5,4.47,0.109,0.0098,0.92,0,460,0,0.21,0.06,1,0,0,547.0,0.85,0
CASE00925,"Logan, Le and Jackson",fashion_apparel,account_takeover,270,89.5,2.62,0.046,0.0259,0.86,1,1,1,0.98,0.39,0,1,0,709.0,0.99,1
CASE00926,Brady LLC,beauty_cosmetics,bank_account_update,300,135.7,1.41,0.072,0.0088,0.75,1,9,1,0.4,0.07,0,0,0,1037.0,1.14,0
CASE00927,"Tanner, Wise and Johnson",saas_subscription,card_testing_mule,51,136.7,5.55,0.038,0.0214,0.61,0,710,0,0.83,0.37,0,1,1,246.0,0.3,1
CASE00928,Nelson-Brown,handicrafts_d2c,organic_growth,400,72.2,1.14,0.054,0.0048,0.93,0,668,1,0.14,0.0,0,0,0,242.0,0.89,0
CASE00929,"Proctor, Burton and Crawford",electronics,card_testing_mule,13,77.1,7.96,0.077,0.0215,0.43,0,737,1,0.91,0.46,0,1,1,85.0,0.73,1
CASE00930,"Ward, Porter and Bradley",home_decor,bank_account_update,300,125.0,1.37,0.021,0.0097,0.92,1,5,0,0.29,0.16,0,0,0,968.0,0.9,0
CASE00931,Moore-Ayala,beauty_cosmetics,bank_account_update,506,35.2,1.08,0.049,0.0026,0.92,1,7,0,0.37,0.09,0,0,0,1593.0,0.93,0
CASE00932,"Craig, Wilson and Yang",education,organic_growth,968,93.9,1.01,0.023,0.0,0.98,0,342,0,0.38,0.11,0,0,0,1532.0,0.93,0
CASE00933,Williams Inc,home_decor,organic_growth,400,143.0,1.07,0.05,0.0022,0.93,0,483,0,0.41,0.05,0,0,0,546.0,1.02,0
CASE00934,Williams LLC,electronics,card_testing_mule,56,65.0,2.54,0.034,0.126,0.59,0,635,2,0.93,0.16,0,0,1,174.0,0.49,1
CASE00935,Mora-White,fashion_apparel,festive_spike,826,68.7,5.23,0.132,0.0068,0.97,0,705,0,0.44,0.06,1,0,0,628.0,1.04,0
CASE00936,Tran Ltd,handicrafts_d2c,bank_account_update,300,131.4,0.92,0.007,0.0082,1.0,1,2,0,0.22,0.14,0,0,0,1405.0,0.91,0
CASE00937,"Rios, Walker and Wright",beauty_cosmetics,festive_spike,180,116.6,5.21,0.043,0.0,0.91,0,610,0,0.23,0.08,1,1,0,1385.0,1.11,0
CASE00938,"Flores, Mckenzie and Duncan",saas_subscription,account_takeover,762,103.5,3.07,0.085,0.0088,0.94,1,1,2,0.86,0.33,0,0,0,1085.0,0.97,0
CASE00939,Shaw Inc,education,card_testing_mule,49,137.7,4.31,0.038,0.0767,0.81,0,558,0,0.78,0.02,0,0,0,183.0,0.59,0
CASE00940,Walker PLC,beauty_cosmetics,account_takeover,723,124.8,2.46,0.067,0.0239,0.77,1,3,1,0.78,0.31,0,1,0,676.0,1.0,1
CASE00941,Finley Inc,food_delivery,card_testing_mule,27,150.0,6.28,0.044,0.0711,0.64,0,391,0,0.94,0.2,0,2,0,180.0,0.83,1
CASE00942,Cline-Ayala,saas_subscription,account_takeover,743,56.9,1.79,0.049,0.0173,0.94,1,1,2,0.76,0.05,0,1,0,1297.0,1.08,0
CASE00943,Murphy-Tran,handicrafts_d2c,card_testing_mule,18,101.2,3.93,0.055,0.0351,0.5,0,822,1,0.71,0.44,0,1,1,228.0,0.57,1
CASE00944,Wood LLC,grocery,account_takeover,506,134.4,2.05,0.062,0.0386,0.95,1,3,3,0.97,0.61,0,0,0,379.0,0.92,1
CASE00945,"Mueller, Stevenson and Sanchez",grocery,organic_growth,959,125.7,1.14,0.066,0.001,0.94,0,333,1,0.11,0.17,0,0,0,1038.0,1.01,0
CASE00946,Vargas-Snyder,beauty_cosmetics,bank_account_update,300,149.1,0.99,0.06,0.0045,0.96,1,7,1,0.16,0.16,0,1,0,1273.0,0.97,0
CASE00947,Oconnor PLC,fashion_apparel,festive_spike,710,5.0,2.89,0.079,0.005,0.92,0,552,0,0.36,0.0,1,0,0,850.0,0.86,0
CASE00948,Hernandez Group,education,account_takeover,520,5.0,2.64,0.038,0.0454,0.99,1,1,0,0.71,0.47,0,0,0,404.0,1.04,1
CASE00949,Hall LLC,beauty_cosmetics,organic_growth,417,81.8,1.23,0.049,0.0026,0.96,0,874,0,0.35,0.11,0,0,0,1295.0,0.89,0
CASE00950,"Franco, Wiley and Tapia",handicrafts_d2c,bank_account_update,315,85.1,1.17,0.019,0.0062,0.84,1,2,0,0.17,0.11,0,0,0,780.0,0.99,0
CASE00951,Blake Group,travel_hospitality,bank_account_update,304,148.0,0.91,0.024,0.0104,1.0,1,5,0,0.43,0.08,0,0,0,1088.0,0.97,0
CASE00952,"Acosta, Garcia and Moreno",education,organic_growth,400,136.0,1.04,0.0,0.0024,0.98,0,844,0,0.28,0.08,0,0,0,470.0,0.97,0
CASE00953,Barnes Inc,handicrafts_d2c,festive_spike,288,154.4,3.63,0.119,0.0,0.94,0,232,1,0.25,0.02,1,0,0,574.0,0.97,0
CASE00954,Dawson Inc,handicrafts_d2c,card_testing_mule,21,68.8,5.01,0.031,0.018,0.58,0,274,0,0.56,0.48,0,0,0,229.0,0.59,0
CASE00955,Morse PLC,food_delivery,festive_spike,604,143.6,4.99,0.072,0.0015,0.95,0,469,1,0.24,0.1,1,0,0,1096.0,0.99,1
CASE00956,Haynes-Watson,fashion_apparel,bank_account_update,467,250.7,1.08,0.05,0.0101,0.87,1,4,0,0.16,0.21,0,0,0,919.0,1.03,1
CASE00957,"Miller, Davis and Anderson",beauty_cosmetics,card_testing_mule,68,132.5,6.19,0.02,0.0795,0.6,0,676,0,0.9,0.35,0,0,1,117.0,0.3,1
CASE00958,Jones-Bradley,home_decor,festive_spike,764,283.2,3.68,0.126,0.0023,0.92,0,785,0,0.17,0.13,1,0,0,851.0,1.0,0
CASE00959,Bates-Anderson,home_decor,organic_growth,400,193.1,1.23,0.048,0.0027,0.93,0,344,0,0.2,0.01,0,0,0,345.0,1.04,0
CASE00960,Green-Edwards,handicrafts_d2c,account_takeover,980,114.1,3.0,0.061,0.0268,0.92,1,2,1,0.71,0.48,0,2,0,572.0,0.97,0
CASE00961,Haynes-Moss,travel_hospitality,bank_account_update,718,216.6,1.02,0.075,0.0092,0.81,1,5,0,0.31,0.16,0,0,0,833.0,1.02,0
CASE00962,Chavez-Hall,saas_subscription,organic_growth,1368,160.8,1.2,0.036,0.0039,0.99,0,625,0,0.43,0.02,0,0,0,1037.0,0.96,0
CASE00963,Taylor PLC,handicrafts_d2c,card_testing_mule,40,142.4,6.56,0.007,0.0804,0.5,0,612,0,0.71,0.32,0,0,0,211.0,0.91,1
CASE00964,Moore and Sons,travel_hospitality,card_testing_mule,16,153.8,5.79,0.029,0.0513,0.71,0,319,1,0.7,0.2,0,1,1,150.0,0.47,1
CASE00965,Owens-Russell,education,festive_spike,180,230.2,4.82,0.026,0.0061,0.9,0,432,0,0.34,0.13,1,1,0,974.0,0.9,0
CASE00966,"Howard, Townsend and Hayes",home_decor,card_testing_mule,12,109.7,6.02,0.068,0.0943,0.8,0,486,1,0.89,0.36,0,2,1,90.0,0.5,1
CASE00967,Baker-Wilson,saas_subscription,festive_spike,387,120.9,3.67,0.115,0.0098,0.92,0,310,0,0.18,0.09,1,0,0,696.0,1.1,0
CASE00968,Aguirre LLC,grocery,festive_spike,691,185.7,4.71,0.11,0.0,1.0,0,578,1,0.42,0.03,1,0,0,572.0,1.04,1
CASE00969,"Terry, Williams and Huff",handicrafts_d2c,organic_growth,666,24.4,1.25,0.035,0.003,0.97,0,733,0,0.32,0.07,0,0,0,891.0,1.04,0
CASE00970,Hernandez-Dawson,food_delivery,organic_growth,400,200.0,1.22,0.022,0.0031,0.94,0,477,1,0.36,0.02,0,0,0,542.0,0.98,1
CASE00971,Foster-Williams,saas_subscription,organic_growth,823,228.5,1.29,0.0,0.0039,0.87,0,763,0,0.14,0.15,0,0,0,670.0,0.99,0
CASE00972,Green-Ewing,grocery,card_testing_mule,67,71.5,6.58,0.027,0.0304,0.65,0,847,0,0.88,0.35,0,1,1,310.0,0.32,1
CASE00973,Crane Group,grocery,bank_account_update,300,130.1,1.23,0.048,0.0093,0.79,1,3,0,0.34,0.0,0,0,0,642.0,0.91,0
CASE00974,"Adkins, Wright and Murray",food_delivery,festive_spike,945,195.1,4.23,0.079,0.006,0.99,0,582,0,0.35,0.03,1,0,0,718.0,1.11,0
CASE00975,Martinez Inc,food_delivery,organic_growth,400,232.4,1.03,0.005,0.0009,1.0,0,797,0,0.31,0.08,0,0,0,480.0,1.01,0
CASE00976,Anderson Group,food_delivery,card_testing_mule,23,70.7,4.17,0.01,0.1082,0.42,0,748,0,0.75,0.28,0,1,0,166.0,0.7,0
CASE00977,Parks-Pace,handicrafts_d2c,card_testing_mule,53,69.0,5.27,0.037,0.0896,0.7,0,485,0,0.84,0.38,0,0,0,191.0,0.43,1
CASE00978,Aguilar LLC,saas_subscription,festive_spike,180,73.5,5.71,0.087,0.0048,0.99,0,520,0,0.16,0.14,1,0,0,533.0,1.1,1
CASE00979,Johnson Inc,handicrafts_d2c,account_takeover,135,153.1,3.02,0.078,0.0278,0.94,1,2,2,0.78,0.25,0,0,0,50.0,1.02,1
CASE00980,Orr Group,travel_hospitality,card_testing_mule,26,82.5,6.19,0.035,0.1171,0.71,0,419,0,0.75,0.2,0,1,1,206.0,0.69,1
CASE00981,Davis LLC,fashion_apparel,card_testing_mule,8,108.8,6.89,0.037,0.0849,0.94,0,354,0,0.78,0.53,0,1,0,172.0,0.51,1
CASE00982,Williams Group,food_delivery,bank_account_update,300,5.0,1.01,0.023,0.0051,0.91,1,5,0,0.29,0.06,0,0,0,941.0,1.12,0
CASE00983,Jackson PLC,education,bank_account_update,405,242.1,0.82,0.033,0.0032,0.86,1,1,1,0.39,0.05,0,0,0,1644.0,1.03,0
CASE00984,Underwood-Foster,electronics,bank_account_update,490,128.8,0.86,0.042,0.0044,0.88,1,2,0,0.17,0.1,0,1,0,910.0,1.21,0
CASE00985,Reyes Group,grocery,festive_spike,398,122.5,2.59,0.111,0.0024,0.92,0,787,0,0.47,0.03,1,0,0,299.0,0.92,0
CASE00986,Gomez and Sons,travel_hospitality,organic_growth,702,117.6,1.33,0.058,0.0019,0.95,0,512,0,0.25,0.11,0,0,0,1379.0,1.06,0
CASE00987,Ramirez-Stephenson,beauty_cosmetics,bank_account_update,300,135.7,1.07,0.014,0.0039,0.97,1,2,0,0.34,0.12,0,0,0,288.0,1.07,0
CASE00988,Mendez PLC,travel_hospitality,account_takeover,915,135.4,2.44,0.058,0.0331,0.88,1,1,2,0.76,0.34,0,0,0,503.0,1.22,1
CASE00989,Holland Group,handicrafts_d2c,festive_spike,537,135.5,3.39,0.077,0.0016,0.88,0,565,0,0.24,0.1,1,0,0,362.0,1.0,0
CASE00990,Andrade-Mendoza,travel_hospitality,account_takeover,1627,236.5,3.16,0.073,0.0302,0.98,1,4,2,0.72,0.34,0,0,0,1149.0,1.03,1
CASE00991,Ramirez and Sons,electronics,card_testing_mule,45,56.5,3.06,0.0,0.064,0.74,0,750,0,0.94,0.38,0,0,0,138.0,0.5,1
CASE00992,Gonzalez-Wilkerson,home_decor,organic_growth,400,210.3,1.16,0.044,0.0053,0.95,0,398,0,0.27,0.16,0,0,0,1013.0,1.0,0
CASE00993,"Wright, Mcknight and Stephens",beauty_cosmetics,festive_spike,759,81.9,5.63,0.107,0.0051,0.91,0,469,1,0.26,0.07,1,1,0,1702.0,0.94,1
CASE00994,Mayo Ltd,travel_hospitality,account_takeover,1034,86.1,1.81,0.056,0.0352,0.89,1,1,8,0.76,0.24,0,2,0,1405.0,0.93,1
CASE00995,Castillo-Harrington,electronics,account_takeover,229,82.0,2.41,0.05,0.0216,0.93,1,2,2,0.86,0.43,0,0,0,903.0,1.03,1
CASE00996,Durham-Shaw,education,card_testing_mule,58,176.5,7.9,0.018,0.0425,0.44,0,676,1,0.75,0.27,0,3,1,183.0,0.48,1
CASE00997,Nelson-Johnson,grocery,account_takeover,366,61.8,2.5,0.06,0.0199,0.89,1,4,2,0.78,0.35,0,0,0,690.0,0.79,1
CASE00998,"Robinson, Huang and Osborne",electronics,organic_growth,400,139.1,0.99,0.046,0.0045,0.87,0,303,2,0.26,0.04,0,0,0,642.0,0.9,0
CASE00999,Stokes Group,education,account_takeover,542,122.7,2.7,0.031,0.0234,0.96,1,3,0,0.69,0.0,0,0,0,730.0,0.99,1
CASE01000,"Howard, Silva and Hall",education,organic_growth,400,137.3,1.2,0.068,0.0026,0.94,0,269,0,0.11,0.13,0,0,0,1029.0,1.01,0
CASE01001,Garcia Ltd,handicrafts_d2c,bank_account_update,2142,13.3,1.04,0.032,0.0101,0.76,1,6,0,0.15,0.18,0,0,0,401.0,1.02,0
CASE01002,Adams Ltd,home_decor,bank_account_update,408,67.6,1.28,0.048,0.0039,0.8,1,9,0,0.43,0.05,0,0,0,515.0,0.91,0
CASE01003,Gallagher and Sons,fashion_apparel,card_testing_mule,59,156.6,6.34,0.027,0.0421,0.54,0,719,0,0.8,0.27,0,3,1,122.0,0.53,1
CASE01004,"Bradford, Salinas and Kelly",travel_hospitality,account_takeover,629,26.0,1.83,0.07,0.0293,0.92,1,1,0,0.82,0.38,0,0,0,1904.0,1.01,1
CASE01005,Thompson PLC,travel_hospitality,card_testing_mule,15,150.9,7.23,0.049,0.0268,0.46,0,392,0,0.84,0.4,0,0,1,107.0,0.5,1
CASE01006,Drake-Wolfe,food_delivery,festive_spike,476,147.9,4.97,0.114,0.0087,0.82,0,226,0,0.3,0.1,1,0,0,1229.0,0.89,1
CASE01007,"Johnson, Haynes and Meza",beauty_cosmetics,bank_account_update,300,182.2,1.15,0.0,0.0096,0.84,1,8,1,0.21,0.02,0,0,0,586.0,0.95,0
CASE01008,"Thomas, Vaughan and Copeland",education,bank_account_update,635,125.1,1.05,0.048,0.0034,0.97,1,0,0,0.46,0.08,0,0,0,1994.0,0.95,1
CASE01009,Weaver-Thompson,home_decor,card_testing_mule,20,117.6,6.64,0.053,0.0781,0.51,0,385,1,0.71,0.48,0,1,1,175.0,0.38,1
CASE01010,Davis and Sons,electronics,festive_spike,483,181.5,3.15,0.125,0.0007,0.78,0,572,0,0.31,0.17,1,0,0,585.0,0.97,0
CASE01011,"Robinson, Fox and Smith",handicrafts_d2c,card_testing_mule,18,190.1,6.23,0.048,0.1115,0.31,0,693,0,0.64,0.33,0,1,1,103.0,0.65,1
CASE01012,"Harris, Anderson and Love",saas_subscription,account_takeover,439,89.2,2.75,0.072,0.0191,1.0,1,2,0,0.7,0.13,0,0,0,942.0,0.89,1
CASE01013,Brown-Hernandez,grocery,organic_growth,400,182.6,1.26,0.031,0.0076,0.92,0,594,0,0.4,0.02,0,0,0,778.0,0.96,1
CASE01014,"Stark, Schroeder and Mathis",electronics,organic_growth,930,93.4,1.04,0.062,0.001,0.87,0,694,1,0.44,0.04,0,0,0,872.0,1.0,0
CASE01015,Yu-Brooks,fashion_apparel,festive_spike,566,87.4,5.02,0.114,0.0008,0.97,0,446,0,0.32,0.04,1,0,0,1089.0,0.98,0
CASE01016,"Foster, Garcia and Turner",saas_subscription,bank_account_update,300,114.8,1.26,0.024,0.013,0.87,1,6,0,0.29,0.08,0,0,0,1462.0,0.99,0
CASE01017,Daugherty Ltd,home_decor,bank_account_update,346,127.3,1.51,0.026,0.0029,0.93,1,6,0,0.35,0.08,0,0,0,439.0,0.9,1
CASE01018,Conner-Yu,saas_subscription,account_takeover,1469,138.8,2.62,0.055,0.0256,1.0,1,0,3,0.82,0.47,0,0,0,882.0,1.06,0
CASE01019,"Stewart, Mann and Hoffman",travel_hospitality,bank_account_update,300,119.5,0.92,0.05,0.0,0.94,1,8,0,0.16,0.1,0,0,0,963.0,0.98,0
CASE01020,"Buchanan, Walker and Chapman",education,bank_account_update,300,103.5,1.07,0.045,0.0042,0.91,1,5,0,0.05,0.14,0,0,0,1187.0,0.99,0
CASE01021,Gray Ltd,electronics,festive_spike,394,122.9,3.26,0.101,0.0111,0.96,0,631,0,0.27,0.11,1,0,0,1337.0,0.88,0
CASE01022,"Phillips, Thompson and Smith",travel_hospitality,organic_growth,514,130.3,1.26,0.033,0.0003,0.94,0,604,0,0.21,0.11,0,0,0,707.0,1.06,0
CASE01023,"Fry, Myers and Gamble",home_decor,card_testing_mule,33,242.5,7.83,0.042,0.0846,0.55,0,767,0,0.8,0.12,0,0,0,194.0,0.45,1
CASE01024,"Johnson, Guzman and Mccall",food_delivery,card_testing_mule,5,64.5,5.75,0.046,0.0886,0.32,0,631,0,0.97,0.35,0,0,1,118.0,0.58,1
CASE01025,"Walker, Cunningham and Zuniga",food_delivery,festive_spike,326,138.6,5.48,0.097,0.0062,1.0,0,769,0,0.42,0.11,1,0,0,837.0,1.05,1
CASE01026,Rivera Inc,saas_subscription,card_testing_mule,17,68.2,7.23,0.028,0.0559,0.46,0,622,0,0.99,0.59,0,1,1,283.0,0.78,1
CASE01027,Reed LLC,education,account_takeover,104,48.2,1.68,0.04,0.0089,0.94,1,1,2,0.71,0.37,0,2,0,832.0,0.86,0
CASE01028,Fields Inc,travel_hospitality,account_takeover,50,246.6,2.18,0.046,0.0199,0.92,1,0,1,0.88,0.39,0,0,0,972.0,1.11,1
CASE01029,"Santiago, Daniel and Rogers",travel_hospitality,account_takeover,330,162.1,3.1,0.067,0.0265,0.82,1,4,0,0.65,0.52,0,0,0,1375.0,0.85,1
CASE01030,Baker and Sons,travel_hospitality,card_testing_mule,60,141.3,6.76,0.066,0.0518,0.28,0,393,0,0.74,0.56,0,0,1,283.0,0.61,1
CASE01031,"Jones, Scott and Rodriguez",food_delivery,festive_spike,633,171.5,3.11,0.065,0.0031,0.96,0,521,1,0.12,0.08,1,0,0,1116.0,1.12,0
CASE01032,Williams Group,handicrafts_d2c,account_takeover,1061,86.3,2.29,0.078,0.0482,1.0,1,3,4,0.42,0.12,0,0,0,585.0,1.16,1
CASE01033,"Barnes, Jackson and Gutierrez",saas_subscription,account_takeover,465,125.1,2.32,0.059,0.0296,0.74,1,3,3,0.75,0.43,0,0,0,867.0,0.86,1
CASE01034,Bell-Bennett,food_delivery,bank_account_update,743,66.1,1.17,0.065,0.0119,0.88,1,3,0,0.39,0.0,0,0,0,1129.0,0.88,0
CASE01035,Kramer-Lane,fashion_apparel,organic_growth,847,176.7,1.15,0.04,0.001,0.96,0,303,0,0.11,0.07,0,0,0,980.0,1.02,0
CASE01036,"Perez, Hayes and Lloyd",food_delivery,account_takeover,71,112.0,2.74,0.036,0.025,0.87,1,0,4,0.67,0.25,0,0,0,597.0,0.97,1
CASE01037,Phillips LLC,grocery,organic_growth,664,169.9,1.3,0.04,0.003,0.98,0,583,1,0.29,0.2,0,0,0,1233.0,1.06,0
CASE01038,Lynn-Jones,home_decor,festive_spike,447,81.4,3.85,0.101,0.0036,0.94,0,353,0,0.17,0.02,1,0,0,608.0,1.03,0
CASE01039,Barron and Sons,fashion_apparel,bank_account_update,622,178.6,1.22,0.03,0.0038,0.85,1,5,0,0.29,0.15,0,0,0,353.0,1.0,0
CASE01040,"Jones, Mcmahon and Spence",home_decor,bank_account_update,300,139.2,1.38,0.027,0.0042,0.88,1,6,0,0.24,0.13,0,0,0,494.0,1.0,0
CASE01041,Wheeler-Austin,saas_subscription,festive_spike,180,118.2,5.44,0.052,0.0036,0.9,0,575,0,0.22,0.02,1,0,0,843.0,1.09,0
CASE01042,Bush-Reynolds,food_delivery,bank_account_update,300,190.4,0.91,0.046,0.0063,0.81,1,2,0,0.49,0.05,0,0,0,779.0,1.08,0
CASE01043,"Martin, Preston and Moore",home_decor,festive_spike,180,44.1,4.39,0.033,0.0078,0.85,0,561,0,0.34,0.06,1,0,0,328.0,0.99,0
CASE01044,Rivera and Sons,education,organic_growth,400,84.9,1.2,0.02,0.0007,0.92,0,499,0,0.3,0.09,0,0,0,512.0,1.08,0
CASE01045,Terry-Bowen,saas_subscription,organic_growth,927,54.6,1.3,0.042,0.0048,0.94,0,673,0,0.21,0.11,0,0,0,222.0,0.94,0
CASE01046,"Fernandez, Guerrero and Evans",travel_hospitality,card_testing_mule,4,16.0,2.67,0.004,0.0531,0.41,0,718,0,0.9,0.09,0,1,0,105.0,0.62,0
CASE01047,Williams PLC,education,festive_spike,572,94.9,5.66,0.072,0.0093,0.83,0,565,1,0.31,0.07,1,0,0,1332.0,1.12,1
CASE01048,"Larsen, Hernandez and Ward",travel_hospitality,festive_spike,937,84.1,5.44,0.057,0.0,0.98,0,337,0,0.26,0.21,1,0,0,511.0,1.07,0
CASE01049,Miller-Colon,travel_hospitality,account_takeover,340,170.8,1.89,0.021,0.033,0.77,1,4,1,0.88,0.44,0,2,0,472.0,1.05,1
CASE01050,"Greene, Gonzalez and Johnson",fashion_apparel,account_takeover,250,137.5,1.88,0.023,0.0162,0.88,1,2,2,0.63,0.35,0,1,0,828.0,0.98,1
CASE01051,Little Inc,home_decor,bank_account_update,300,75.9,1.12,0.019,0.0052,0.85,1,2,0,0.2,0.06,0,0,0,922.0,1.14,0
CASE01052,Anthony-Parker,travel_hospitality,bank_account_update,300,184.0,1.11,0.07,0.0023,0.84,1,0,0,0.47,0.05,0,0,0,434.0,1.0,1
CASE01053,Ruiz-Jacobson,saas_subscription,account_takeover,252,69.9,2.5,0.037,0.0649,1.0,1,0,1,0.65,0.38,0,1,0,619.0,0.92,0
CASE01054,Davis-Stephens,education,festive_spike,619,48.2,4.09,0.099,0.0,0.92,0,427,1,0.36,0.06,1,0,0,1564.0,0.91,1
CASE01055,Watson Group,food_delivery,card_testing_mule,5,136.3,6.14,0.032,0.0634,0.46,0,811,0,0.81,0.57,0,2,1,186.0,0.65,1
CASE01056,Lopez-Williams,food_delivery,card_testing_mule,69,172.0,6.09,0.049,0.0861,0.49,0,600,0,0.84,0.42,0,0,0,106.0,0.38,1
CASE01057,Marshall-Perez,food_delivery,card_testing_mule,40,110.2,3.64,0.02,0.1146,0.64,0,599,1,0.71,0.31,0,1,0,226.0,0.49,1
CASE01058,Elliott-Hernandez,electronics,festive_spike,827,148.7,3.62,0.032,0.0011,0.87,0,646,0,0.38,0.0,1,0,0,1091.0,1.02,0
CASE01059,"Contreras, Miller and Cooper",education,bank_account_update,300,83.4,1.28,0.034,0.0055,0.88,1,2,0,0.27,0.09,0,0,0,665.0,1.13,0
CASE01060,"Gutierrez, Avila and Perez",travel_hospitality,bank_account_update,654,136.9,1.03,0.05,0.0,0.86,1,5,0,0.49,0.04,0,0,0,50.0,1.09,0
CASE01061,Randall PLC,saas_subscription,organic_growth,400,175.8,1.21,0.007,0.0023,1.0,0,371,1,0.38,0.1,0,0,0,560.0,0.92,0
CASE01062,Sheppard-Mcdaniel,food_delivery,account_takeover,980,144.9,2.97,0.066,0.0312,0.86,1,0,2,0.75,0.62,0,1,0,1356.0,0.91,1
CASE01063,Armstrong-Young,home_decor,card_testing_mule,23,181.1,2.57,0.048,0.04,0.39,0,819,0,0.88,0.39,0,0,0,117.0,0.67,1
CASE01064,Miller-Orr,saas_subscription,card_testing_mule,41,119.6,5.51,0.03,0.0234,0.68,0,275,0,0.82,0.33,0,4,0,235.0,0.43,1
CASE01065,"Johnson, Duncan and Black",grocery,account_takeover,807,175.7,1.61,0.013,0.0281,1.0,1,3,3,0.63,0.33,0,0,0,865.0,1.0,0
CASE01066,"Byrd, Oliver and Martinez",beauty_cosmetics,card_testing_mule,43,129.2,3.69,0.051,0.0428,0.49,0,659,0,0.85,0.24,0,1,0,246.0,0.7,1
CASE01067,Thompson-Joyce,handicrafts_d2c,card_testing_mule,47,156.6,6.25,0.033,0.1035,0.61,0,486,0,0.7,0.32,0,1,0,20.0,0.55,1
CASE01068,Stokes and Sons,food_delivery,account_takeover,205,40.3,2.21,0.034,0.0057,0.79,1,2,5,0.79,0.32,0,0,0,659.0,1.05,1
CASE01069,Henderson Ltd,food_delivery,festive_spike,315,199.5,4.23,0.082,0.0069,0.92,0,289,0,0.43,0.13,1,1,0,1708.0,0.96,1
CASE01070,Harris-Carson,grocery,organic_growth,872,103.2,1.08,0.061,0.0017,0.97,0,523,0,0.39,0.0,0,0,0,546.0,1.13,0
CASE01071,Flowers LLC,beauty_cosmetics,festive_spike,1747,55.0,5.72,0.068,0.0037,0.93,0,767,0,0.33,0.08,1,0,0,946.0,1.08,0
CASE01072,Bartlett-Sloan,education,organic_growth,400,187.7,1.23,0.061,0.0009,1.0,0,457,1,0.43,0.14,0,0,0,467.0,0.92,0
CASE01073,Miller PLC,electronics,festive_spike,384,121.9,4.71,0.114,0.0052,0.99,0,514,0,0.22,0.02,1,0,0,1428.0,1.09,0
CASE01074,Arnold-Gates,travel_hospitality,card_testing_mule,55,128.1,5.08,0.027,0.0821,0.59,0,730,0,0.89,0.24,0,2,1,340.0,0.35,1
CASE01075,"Ellis, Marks and Buchanan",travel_hospitality,account_takeover,499,230.2,1.5,0.042,0.0,0.89,1,4,1,0.86,0.31,0,0,0,961.0,1.06,0
CASE01076,"Matthews, Harrington and Rodriguez",fashion_apparel,organic_growth,400,158.6,1.06,0.033,0.008,0.97,0,785,0,0.37,0.07,0,0,0,780.0,1.06,0
CASE01077,Hernandez PLC,handicrafts_d2c,festive_spike,820,121.9,4.91,0.072,0.0052,0.92,0,528,0,0.41,0.05,1,0,0,740.0,1.24,0
CASE01078,"Chang, Ayers and Buckley",education,festive_spike,558,93.6,3.91,0.036,0.0,0.86,0,767,0,0.37,0.09,1,0,0,712.0,0.95,0
CASE01079,"Chan, Floyd and Dillon",grocery,bank_account_update,376,5.0,1.2,0.011,0.0017,0.83,1,2,0,0.25,0.09,0,0,0,952.0,0.95,0
CASE01080,Humphrey-Baker,saas_subscription,festive_spike,339,42.3,4.12,0.091,0.0144,1.0,0,404,0,0.33,0.13,1,0,0,93.0,1.09,1
CASE01081,"Washington, Lynch and Johnson",food_delivery,organic_growth,710,5.0,1.19,0.035,0.0047,0.97,0,669,0,0.19,0.17,0,0,0,1264.0,0.85,0
CASE01082,Powell-Montgomery,home_decor,organic_growth,400,85.3,1.11,0.074,0.0047,0.9,0,330,1,0.28,0.08,0,1,0,663.0,0.99,0
CASE01083,"Steele, Williams and Preston",home_decor,card_testing_mule,32,82.4,3.16,0.051,0.0594,0.25,0,679,0,0.92,0.19,0,2,1,193.0,0.7,1
CASE01084,Vaughn-Williams,beauty_cosmetics,bank_account_update,474,43.1,1.36,0.016,0.0105,0.85,1,8,0,0.44,0.04,0,0,0,499.0,1.16,0
CASE01085,Mccall-Prince,fashion_apparel,bank_account_update,860,61.0,1.04,0.033,0.0052,0.99,1,0,0,0.28,0.1,0,0,0,337.0,0.94,0
CASE01086,Morgan LLC,grocery,card_testing_mule,50,116.6,4.34,0.045,0.0487,0.41,0,398,1,0.76,0.59,0,1,1,183.0,0.49,1
CASE01087,Ramirez-Vasquez,food_delivery,festive_spike,974,217.1,5.61,0.1,0.0084,0.88,0,337,1,0.4,0.04,1,0,0,1068.0,1.0,0
CASE01088,"Cohen, Compton and Perez",travel_hospitality,festive_spike,180,5.0,5.98,0.103,0.0071,0.87,0,690,0,0.09,0.14,1,0,0,348.0,0.89,1
